English,Maths,Science,SST,Hindi,GK,study_hours,distraction_time,sleep_time,grade,pass_fail
5,35,98,38,79,65,5.8,0.5,9.5,D,Fail
58,9,6,73,75,80,1.7,4.3,7.0,D,Fail
31,89,77,89,60,68,4.7,3.5,9.1,C,Fail
91,54,0,76,66,48,2.0,1.1,7.5,D,Fail
51,35,71,43,82,46,3.3,2.0,8.6,D,Pass
11,24,59,74,85,33,4.0,1.2,5.1,D,Fail
27,90,38,76,42,90,3.7,1.8,6.8,C,Fail
41,30,60,55,85,99,2.1,0.2,5.5,C,Fail
80,49,49,62,100,72,7.5,2.2,9.9,C,Pass
82,2,7,92,100,42,4.6,2.6,7.6,D,Fail
57,24,44,47,49,80,6.0,3.4,7.4,D,Fail
17,54,32,14,60,10,5.2,3.6,5.9,F,Fail
14,62,86,42,49,59,2.3,3.1,4.3,D,Fail
81,39,30,72,85,10,4.9,0.6,8.8,D,Fail
50,56,3,35,18,23,1.5,4.0,8.4,F,Fail
9,77,6,11,85,90,3.6,2.6,4.3,D,Fail
95,7,6,42,57,80,7.3,5.0,9.5,D,Fail
21,90,97,20,14,4,2.3,3.4,8.3,F,Fail
82,13,9,30,12,21,4.9,1.9,4.8,F,Fail
76,93,97,35,34,67,3.4,4.3,4.3,C,Pass
27,29,26,68,38,34,4.0,4.8,4.2,F,Fail
31,28,62,5,89,26,4.7,1.7,6.0,F,Fail
53,79,17,76,42,88,7.9,3.8,9.8,D,Fail
3,100,33,82,32,3,7.7,3.0,8.5,F,Fail
57,59,1,35,69,59,7.8,4.4,6.3,D,Fail
100,45,79,43,18,48,1.1,2.7,7.8,D,Fail
40,77,14,75,52,92,5.3,4.0,6.4,D,Fail
64,59,9,57,46,14,7.0,0.2,4.9,F,Fail
93,72,24,87,95,70,7.4,4.4,4.2,C,Fail
89,18,59,36,2,91,3.0,1.2,9.0,D,Fail
79,55,69,100,30,52,3.9,1.6,5.7,C,Fail
99,5,26,6,48,95,5.0,1.7,6.5,D,Fail
43,78,26,93,21,46,6.2,5.0,8.8,D,Fail
46,26,70,26,84,12,4.5,2.9,6.0,F,Fail
32,77,36,7,32,6,3.0,3.1,6.2,F,Fail
54,6,83,17,42,77,1.1,2.2,8.4,D,Fail
56,90,45,25,90,23,1.2,4.1,5.1,D,Fail
31,87,5,73,66,6,1.6,3.2,5.7,F,Fail
84,30,72,44,46,76,1.4,1.4,8.1,D,Fail
29,61,70,16,4,80,5.5,2.9,6.9,F,Fail
30,34,71,29,84,14,2.1,2.7,5.7,F,Fail
73,63,4,90,67,12,2.3,3.8,5.4,D,Fail
78,77,72,36,29,92,1.6,0.3,9.1,C,Fail
8,3,65,90,32,31,1.4,3.9,5.9,F,Fail
91,66,59,58,35,48,6.1,3.5,7.2,D,Pass
40,100,37,85,77,78,7.3,2.7,9.2,C,Pass
11,40,41,59,49,80,4.1,4.5,8.7,D,Fail
24,6,7,87,80,75,1.2,0.4,7.9,D,Fail
11,26,45,6,60,57,5.5,1.2,6.8,F,Fail
34,93,94,16,71,66,4.7,4.3,5.6,C,Fail
28,45,74,45,76,58,4.7,2.1,5.7,D,Fail
4,8,19,20,16,11,4.7,0.7,4.8,F,Fail
51,77,47,89,18,16,4.1,1.8,8.0,D,Fail
87,40,12,32,14,62,4.1,2.3,8.6,F,Fail
70,32,6,4,89,79,7.5,2.5,7.9,D,Fail
27,35,55,46,70,39,7.3,2.5,6.1,D,Fail
5,64,2,73,36,86,1.6,0.1,5.5,F,Fail
70,25,15,39,89,50,5.3,2.5,9.1,D,Fail
64,84,76,89,44,8,5.4,4.8,6.2,C,Fail
27,99,30,68,100,88,2.1,0.2,5.8,C,Fail
74,46,24,2,44,51,8.0,1.2,5.7,F,Fail
68,91,91,7,26,79,7.5,4.9,8.9,C,Fail
7,20,97,87,100,89,4.7,0.8,7.7,C,Fail
6,99,10,31,58,11,3.7,1.8,4.0,F,Fail
45,55,62,6,65,39,3.2,2.2,5.5,D,Fail
33,6,88,15,21,99,5.3,0.9,9.7,F,Fail
98,85,51,34,43,14,6.2,3.7,7.6,D,Fail
46,74,48,52,26,30,1.4,0.2,9.9,D,Fail
62,15,34,61,8,61,2.1,2.1,4.7,F,Fail
11,71,61,2,82,10,8.0,1.0,7.7,F,Fail
9,17,75,38,25,10,5.2,0.1,9.3,F,Fail
60,7,12,11,34,53,7.8,4.8,6.4,F,Fail
48,33,38,25,68,47,3.3,4.5,6.2,F,Fail
26,41,55,92,68,17,7.8,4.2,6.7,D,Fail
19,19,45,26,25,31,1.5,1.7,5.4,F,Fail
87,23,50,37,45,88,7.2,1.7,5.2,D,Fail
15,19,37,14,77,75,2.8,4.5,7.4,F,Fail
90,62,76,31,94,36,6.1,3.5,5.2,C,Fail
30,43,44,71,55,31,8.0,1.8,9.4,D,Fail
92,67,35,78,58,66,1.4,0.4,4.1,C,Pass
30,53,87,39,16,4,5.2,1.4,8.8,F,Fail
40,19,71,0,55,69,3.0,4.0,5.1,F,Fail
4,89,15,30,27,6,5.5,5.0,6.7,F,Fail
75,88,92,94,97,32,7.1,1.6,5.8,B,Fail
23,68,33,86,18,29,7.7,0.6,9.0,F,Fail
97,48,10,77,46,78,5.8,1.2,7.2,D,Fail
85,22,23,98,9,60,3.6,4.1,6.2,D,Fail
28,86,25,36,95,51,7.2,3.0,5.4,D,Fail
61,85,77,33,18,69,5.7,3.3,7.6,D,Fail
39,8,52,69,65,79,2.6,0.6,4.9,D,Fail
0,38,15,16,81,21,4.2,2.1,9.0,F,Fail
26,35,3,68,24,94,6.0,1.0,7.9,F,Fail
44,87,62,54,29,81,5.8,2.3,6.0,D,Fail
91,37,68,35,17,56,3.7,2.3,4.5,D,Fail
95,68,21,27,42,75,4.3,0.0,6.4,D,Fail
35,6,22,33,95,20,3.3,2.1,9.2,F,Fail
52,83,40,74,31,13,4.2,4.0,8.4,D,Fail
24,63,72,85,47,34,4.0,2.4,7.6,D,Fail
72,54,60,12,46,63,4.8,2.3,9.3,D,Fail
97,86,73,100,24,32,7.9,1.8,6.0,C,Fail
45,95,4,16,75,51,4.7,3.2,5.9,D,Fail
65,52,20,14,74,73,3.3,1.9,6.4,D,Fail
25,52,65,38,6,87,3.3,2.1,9.0,D,Fail
24,55,30,65,1,86,5.1,3.4,9.4,F,Fail
98,48,72,31,29,14,2.4,3.4,5.1,D,Fail
29,80,15,51,7,63,4.2,3.9,5.0,F,Fail
11,24,37,47,81,82,5.4,3.7,5.8,D,Fail
50,26,36,84,15,91,1.5,2.4,7.6,D,Fail
40,3,65,59,8,30,5.3,2.5,5.2,F,Fail
23,92,44,94,36,57,5.7,0.6,9.1,D,Fail
5,5,100,29,0,62,4.3,4.5,8.1,F,Fail
37,51,77,10,1,52,2.3,2.7,5.4,F,Fail
66,8,77,62,10,36,2.6,0.2,5.7,F,Fail
62,6,54,2,66,17,4.3,3.9,5.4,F,Fail
78,28,58,17,48,45,1.1,1.5,6.4,D,Fail
54,26,6,90,82,80,3.3,2.9,7.6,D,Fail
11,41,74,9,27,6,7.3,4.6,8.6,F,Fail
7,49,0,68,10,47,4.0,2.3,9.1,F,Fail
5,10,16,14,15,55,2.0,1.8,7.0,F,Fail
74,2,97,17,78,88,7.5,1.2,9.0,D,Fail
81,94,81,98,12,62,1.1,3.5,4.6,C,Fail
24,43,38,11,60,61,7.4,1.6,5.3,F,Fail
2,42,49,70,8,35,1.6,2.2,5.9,F,Fail
11,82,31,23,85,66,7.9,0.5,5.6,D,Fail
50,63,76,1,35,92,4.1,0.9,5.0,D,Fail
63,0,88,25,10,86,7.4,2.0,7.5,D,Fail
3,79,36,60,90,4,6.3,1.2,8.4,D,Fail
25,5,43,57,80,45,4.7,2.9,5.7,F,Fail
69,34,75,47,66,67,3.6,3.5,5.4,D,Pass
20,65,15,6,82,96,1.9,3.0,8.8,D,Fail
11,56,44,10,12,30,4.7,1.0,8.1,F,Fail
5,19,84,9,82,34,6.2,1.4,7.7,F,Fail
99,91,66,71,78,90,4.0,4.6,9.4,B,Pass
60,43,3,75,80,57,4.7,3.7,5.8,D,Fail
97,28,8,77,35,3,6.5,1.2,9.7,F,Fail
80,12,19,16,50,90,4.4,4.5,9.3,F,Fail
66,90,90,11,14,83,6.1,0.9,6.1,D,Fail
31,21,88,90,54,16,5.5,3.2,8.5,D,Fail
96,9,97,18,13,66,3.2,1.7,9.4,D,Fail
10,46,5,33,64,98,7.6,3.4,9.7,F,Fail
80,65,30,82,95,61,4.5,0.1,4.9,C,Fail
58,39,21,23,37,1,5.0,0.6,8.5,F,Fail
91,95,61,82,15,93,4.5,0.3,5.7,C,Fail
53,65,85,45,32,78,7.0,1.6,5.2,D,Fail
40,74,67,6,84,70,6.4,2.9,6.6,D,Fail
83,94,25,30,98,72,7.8,3.9,5.2,C,Fail
15,50,15,17,46,55,1.8,4.7,6.0,F,Fail
15,84,64,59,60,10,3.9,0.8,6.8,D,Fail
18,55,4,2,27,89,2.2,2.1,8.7,F,Fail
58,24,21,96,100,70,6.6,0.4,7.1,C,Fail
13,28,15,92,86,9,4.5,3.5,8.5,F,Fail
3,83,91,91,5,13,5.0,2.1,7.6,D,Fail
56,64,12,7,17,34,5.5,2.5,7.6,F,Fail
83,65,25,56,99,24,6.8,4.9,5.8,D,Fail
7,10,87,29,93,14,1.4,3.9,9.7,F,Fail
41,83,40,46,25,51,1.9,4.5,6.4,D,Fail
62,92,78,90,48,54,7.6,4.8,9.0,C,Pass
72,9,100,9,96,88,1.5,1.3,5.1,C,Fail
86,54,68,71,80,0,4.5,3.4,7.9,D,Fail
81,73,78,32,82,97,5.5,1.2,6.3,C,Fail
82,45,10,60,43,10,7.9,1.8,8.2,F,Fail
61,47,93,62,50,44,6.5,1.8,5.6,D,Pass
1,12,65,56,42,44,6.9,4.9,4.4,F,Fail
96,30,77,73,17,10,1.9,4.4,4.1,D,Fail
30,7,42,47,1,21,5.7,4.6,9.8,F,Fail
1,31,89,2,40,41,2.6,3.5,4.2,F,Fail
86,70,16,91,46,93,2.6,2.1,9.1,C,Fail
49,41,32,26,77,58,4.7,2.7,9.4,D,Fail
70,98,24,14,82,59,5.2,1.0,5.3,D,Fail
33,6,43,90,63,22,5.1,3.1,4.7,F,Fail
7,100,66,1,21,69,7.3,2.0,7.9,F,Fail
80,21,82,72,75,95,2.7,4.2,9.2,C,Fail
29,18,25,89,10,19,7.1,4.2,5.8,F,Fail
88,57,9,21,70,23,3.9,0.8,5.8,F,Fail
37,20,7,88,27,91,2.6,3.5,9.1,D,Fail
40,36,37,50,75,36,3.7,3.0,8.2,D,Pass
5,8,10,94,1,28,3.3,2.7,4.5,F,Fail
22,99,6,55,76,61,6.5,1.4,5.6,D,Fail
82,84,34,78,13,92,7.3,3.2,5.4,C,Fail
26,63,59,90,88,40,1.7,4.3,9.0,C,Fail
84,86,10,65,83,23,3.3,0.8,8.3,D,Fail
23,14,11,94,63,30,3.1,3.3,4.2,F,Fail
29,34,20,62,91,16,6.8,1.6,5.5,F,Fail
91,59,66,14,15,21,6.5,3.5,4.8,F,Fail
74,5,86,8,51,79,3.7,4.5,5.5,D,Fail
12,31,99,8,48,36,4.1,4.4,8.4,F,Fail
1,44,95,42,97,0,3.4,4.1,6.3,D,Fail
32,8,29,17,55,89,7.5,0.7,8.3,F,Fail
62,86,49,88,0,81,1.0,4.7,9.0,C,Fail
52,5,16,45,71,72,4.2,4.1,6.5,F,Fail
67,85,39,90,100,65,6.5,0.7,9.1,C,Pass
57,77,25,37,93,35,1.9,1.7,8.0,D,Fail
63,57,57,17,22,95,5.0,3.4,4.4,D,Fail
81,94,5,33,43,43,3.5,0.5,4.2,D,Fail
73,38,38,11,10,2,3.4,0.1,5.6,F,Fail
83,87,13,91,15,31,1.8,2.1,9.0,D,Fail
68,11,92,4,41,16,7.7,3.9,5.2,F,Fail
83,15,15,41,2,22,2.6,3.6,7.6,F,Fail
67,23,18,74,39,45,3.5,2.3,6.5,F,Fail
17,11,13,81,60,11,7.5,2.7,7.1,F,Fail
79,49,11,94,56,100,3.9,2.3,9.1,C,Fail
63,83,57,3,44,65,5.3,2.5,5.9,D,Fail
71,15,57,17,35,23,5.7,0.5,4.9,F,Fail
74,17,15,16,23,97,7.8,3.3,8.1,F,Fail
94,72,9,52,88,50,4.8,1.9,6.7,C,Fail
65,81,92,52,83,63,1.8,1.3,9.3,C,Pass
61,36,48,67,32,21,1.8,1.0,4.3,F,Fail
65,76,48,10,34,38,2.4,1.7,9.1,D,Fail
33,31,15,67,53,27,3.4,3.8,8.7,F,Fail
84,79,43,1,22,92,6.5,3.9,4.8,D,Fail
80,8,69,43,83,73,7.7,0.5,4.2,D,Fail
32,63,47,15,49,22,2.3,1.0,5.5,F,Fail
36,8,93,12,59,79,6.2,4.3,5.0,D,Fail
56,42,18,10,77,46,4.7,4.2,4.9,F,Fail
30,87,54,24,71,29,3.0,0.6,5.8,D,Fail
49,35,33,20,37,74,1.5,1.7,4.1,F,Fail
36,74,18,0,80,39,5.1,3.9,8.7,F,Fail
50,14,7,93,13,96,4.4,0.2,7.4,D,Fail
92,20,6,90,11,83,3.5,4.9,8.3,D,Fail
57,94,51,55,9,18,5.3,2.9,8.1,D,Fail
58,95,83,3,96,64,5.2,2.7,7.1,C,Fail
60,94,40,35,1,21,4.1,2.3,9.9,F,Fail
13,92,34,49,8,95,6.3,0.8,8.6,D,Fail
44,96,10,100,8,6,2.3,3.9,5.0,F,Fail
88,4,92,54,90,88,4.5,4.8,9.8,C,Fail
80,20,79,89,8,65,3.8,3.5,4.1,D,Fail
50,77,100,36,5,81,7.6,4.2,9.5,D,Fail
64,8,12,99,100,57,4.1,2.4,7.0,D,Fail
58,9,88,99,89,25,7.5,0.4,6.3,C,Fail
34,74,75,8,78,44,1.7,2.2,7.0,D,Fail
26,12,56,59,11,8,3.5,4.3,4.6,F,Fail
26,89,62,92,28,21,1.8,1.0,9.0,D,Fail
38,14,53,31,45,60,3.6,1.0,8.3,F,Fail
69,36,77,60,48,8,2.2,3.7,7.2,D,Fail
25,37,39,24,98,68,7.8,2.9,7.1,D,Fail
67,57,27,77,96,67,3.0,4.2,4.9,C,Fail
25,32,80,26,41,68,1.3,1.4,6.4,D,Fail
3,11,57,94,10,100,4.7,2.5,5.9,D,Fail
64,49,3,99,71,88,7.6,4.2,9.9,C,Fail
42,45,3,12,37,44,3.0,0.8,6.1,F,Fail
74,1,68,85,61,45,7.9,3.9,6.7,D,Fail
98,34,44,76,53,70,4.6,0.5,8.5,C,Pass
6,82,22,99,31,61,8.0,1.5,7.8,D,Fail
4,66,21,27,21,85,2.6,4.9,7.0,F,Fail
76,70,73,91,67,58,4.1,1.7,7.2,C,Pass
72,27,76,30,38,49,2.5,4.3,7.6,D,Fail
87,71,14,50,69,22,4.9,3.4,4.1,D,Fail
72,76,31,50,40,64,6.2,2.5,5.0,D,Fail
53,62,0,51,99,56,3.1,4.3,6.1,D,Fail
73,55,46,2,1,53,7.9,4.1,7.2,F,Fail
11,57,66,25,77,11,1.8,4.2,10.0,F,Fail
48,91,6,14,35,71,7.3,2.0,5.2,F,Fail
100,60,42,43,98,65,1.7,4.5,5.6,C,Pass
4,56,14,90,15,56,6.5,4.7,6.2,F,Fail
30,100,33,86,15,69,1.0,1.4,7.2,D,Fail
12,64,35,48,81,47,6.5,0.5,5.2,D,Fail
13,29,83,7,53,65,5.8,2.4,5.8,F,Fail
52,98,73,91,14,99,7.1,2.6,7.7,C,Fail
83,21,49,47,72,50,1.8,0.2,7.7,D,Fail
50,36,97,48,58,9,3.3,1.7,8.6,D,Fail
72,97,49,75,46,84,3.1,5.0,9.7,C,Pass
99,62,11,40,30,1,4.7,1.1,5.6,F,Fail
64,51,46,98,76,49,7.4,1.9,7.1,C,Pass
56,32,27,43,55,43,4.0,4.8,5.1,F,Fail
28,78,16,82,8,26,5.7,1.1,5.7,F,Fail
3,84,97,18,36,3,3.1,4.7,5.5,F,Fail
40,55,79,13,53,62,4.5,4.4,4.2,D,Fail
20,3,72,45,85,11,1.1,0.4,5.0,F,Fail
70,80,64,13,43,25,2.6,2.5,9.0,D,Fail
31,88,94,15,77,88,5.3,1.9,8.0,C,Fail
90,45,82,42,100,54,1.7,0.2,8.5,C,Pass
31,7,76,61,74,19,2.6,4.7,8.2,F,Fail
28,3,70,42,83,33,3.8,2.3,5.8,F,Fail
85,39,92,88,4,77,5.4,3.6,4.1,C,Fail
45,79,10,48,98,22,7.9,4.8,7.4,D,Fail
68,53,2,5,86,55,5.2,2.6,10.0,F,Fail
45,10,64,9,40,43,1.6,3.3,5.6,F,Fail
1,0,64,32,85,75,3.0,0.4,9.8,F,Fail
46,94,0,37,13,89,7.4,2.3,8.7,D,Fail
75,62,23,82,72,98,2.8,4.5,5.8,C,Fail
27,91,39,50,28,41,6.0,2.1,4.4,D,Fail
54,27,40,8,28,77,1.5,4.1,7.3,F,Fail
33,36,48,41,13,81,1.2,3.8,4.2,F,Fail
100,86,16,74,31,100,7.0,1.9,8.3,C,Fail
23,99,57,68,100,63,7.3,0.8,6.0,C,Fail
12,100,26,81,87,1,6.0,0.8,6.9,D,Fail
98,16,44,37,63,5,7.8,0.3,4.2,F,Fail
22,75,56,63,28,26,3.5,4.2,4.8,D,Fail
4,14,20,57,3,68,6.6,3.9,6.1,F,Fail
1,56,4,70,85,94,5.5,4.4,4.0,D,Fail
39,82,37,41,36,55,6.3,4.8,4.1,D,Pass
26,46,37,38,14,65,7.1,2.9,6.6,F,Fail
83,26,44,22,80,12,5.9,0.1,8.2,F,Fail
85,51,47,60,16,39,6.0,3.1,4.1,D,Fail
55,39,84,95,67,7,1.7,4.9,5.4,D,Fail
69,90,100,23,72,10,1.5,5.0,9.2,C,Fail
78,92,49,23,36,77,4.3,4.6,4.1,D,Fail
26,66,59,1,67,17,5.8,0.3,6.5,F,Fail
89,82,41,27,28,68,5.6,2.6,5.0,D,Fail
4,14,72,31,51,89,1.5,0.0,4.9,F,Fail
99,83,26,20,59,85,5.4,2.1,5.4,C,Fail
49,6,82,27,9,26,3.4,4.0,5.3,F,Fail
42,68,62,69,98,64,3.4,1.6,6.9,C,Pass
14,74,17,3,87,10,1.1,3.9,4.5,F,Fail
78,66,16,96,33,29,5.8,2.0,8.6,D,Fail
58,90,24,70,52,47,5.8,3.4,5.3,D,Fail
99,18,65,33,80,87,2.6,2.1,7.5,C,Fail
14,84,14,22,65,45,4.4,1.6,9.2,F,Fail
16,71,97,33,68,63,2.2,4.9,8.4,D,Fail
51,1,60,3,51,40,6.0,2.6,9.0,F,Fail
97,94,47,10,7,11,1.1,1.5,9.6,F,Fail
46,20,40,74,21,20,6.7,1.0,9.2,F,Fail
51,42,70,75,18,26,1.2,3.0,9.2,D,Fail
33,12,50,86,0,86,6.3,4.4,4.6,F,Fail
25,13,87,92,67,62,5.3,0.6,8.1,D,Fail
2,93,58,99,22,17,3.1,3.8,9.1,D,Fail
75,40,7,31,80,40,2.0,0.8,8.0,D,Fail
89,47,23,86,94,43,6.1,1.0,8.1,C,Fail
74,1,77,67,97,38,6.4,2.3,9.2,D,Fail
86,74,21,81,48,27,2.3,4.4,6.0,D,Fail
10,84,79,41,54,72,3.5,1.4,7.1,D,Fail
3,45,91,10,97,60,7.1,2.0,8.2,D,Fail
11,42,18,76,67,77,5.9,3.5,7.3,D,Fail
76,20,84,91,96,28,4.8,3.0,5.2,C,Fail
74,97,82,36,77,28,6.5,3.9,8.7,C,Fail
11,47,82,46,93,14,3.4,0.8,6.0,D,Fail
12,79,77,71,18,56,6.0,1.4,5.9,D,Fail
13,79,23,48,31,74,2.1,0.5,9.0,F,Fail
89,4,35,96,63,77,7.1,4.9,7.7,C,Fail
98,20,39,41,71,45,2.2,3.8,6.1,D,Fail
3,98,13,13,52,100,4.2,3.3,8.9,D,Fail
84,30,95,70,76,60,3.8,1.2,5.4,C,Fail
28,92,5,36,32,94,5.8,0.1,4.3,D,Fail
94,15,50,36,13,67,5.1,1.5,7.8,D,Fail
63,13,22,47,27,6,7.2,1.6,5.5,F,Fail
84,32,91,86,31,47,2.2,1.4,5.2,C,Fail
89,2,23,97,33,83,3.0,2.3,6.0,D,Fail
19,5,56,41,24,40,2.9,2.1,9.2,F,Fail
82,73,50,4,85,72,5.5,1.3,4.9,C,Fail
38,69,78,37,38,51,5.0,2.8,6.3,D,Pass
30,65,98,44,72,21,1.6,2.1,4.7,D,Fail
16,66,6,100,35,66,5.5,1.5,6.6,D,Fail
70,93,28,71,73,32,7.6,3.4,9.7,C,Fail
0,33,43,95,13,36,7.3,1.6,8.4,F,Fail
5,67,37,0,40,30,8.0,0.6,7.3,F,Fail
86,30,28,84,2,57,2.1,3.9,5.8,D,Fail
45,12,22,78,30,3,7.2,2.4,6.2,F,Fail
30,47,42,3,61,47,2.3,2.4,4.4,F,Fail
76,68,29,64,68,13,2.6,1.8,7.0,D,Fail
24,93,65,39,90,14,5.8,0.2,4.8,D,Fail
48,66,76,88,81,0,6.0,3.3,8.6,D,Fail
16,28,3,72,63,84,3.6,3.6,6.6,F,Fail
60,91,72,50,95,76,4.9,2.5,5.9,C,Pass
89,9,87,80,51,79,8.0,0.7,7.4,C,Fail
48,21,68,63,35,20,5.0,4.8,8.4,F,Fail
17,98,14,43,93,44,2.6,2.1,9.3,D,Fail
25,84,100,30,55,60,5.9,0.6,7.0,D,Fail
96,3,8,1,34,37,6.3,1.0,5.9,F,Fail
30,51,40,56,41,52,1.8,0.5,9.6,D,Fail
71,52,84,84,31,80,2.0,3.8,4.2,C,Fail
53,59,9,89,69,80,6.6,2.0,5.0,D,Fail
57,84,58,23,27,36,7.1,2.7,4.2,D,Fail
27,14,0,27,49,34,5.1,4.1,9.1,F,Fail
55,40,66,47,85,57,6.5,1.3,6.2,D,Pass
85,46,97,60,83,99,7.3,0.5,8.3,B,Pass
95,41,51,92,47,31,5.7,0.9,4.6,D,Fail
22,6,80,36,6,93,2.2,0.1,7.9,F,Fail
98,16,18,94,38,35,6.2,3.9,8.6,D,Fail
15,32,88,15,29,97,4.9,0.7,4.1,D,Fail
59,17,4,39,5,75,6.7,3.1,4.6,F,Fail
21,48,49,79,3,49,3.0,4.4,7.3,F,Fail
67,58,1,9,74,89,1.5,0.2,9.0,D,Fail
27,1,65,15,56,22,4.7,4.3,4.1,F,Fail
36,48,76,14,27,66,3.5,0.2,4.1,F,Fail
66,71,42,88,57,51,3.1,0.6,9.0,C,Pass
34,60,14,89,73,87,6.1,3.7,4.6,D,Fail
45,48,43,72,25,24,2.1,4.4,5.4,F,Fail
5,31,25,14,48,94,7.7,1.6,6.3,F,Fail
100,82,77,35,100,10,4.1,2.4,7.7,C,Fail
16,3,13,6,78,93,4.4,0.0,9.8,F,Fail
3,90,57,55,52,88,6.4,0.3,9.0,D,Fail
59,93,93,15,72,80,4.3,3.0,8.0,C,Fail
27,19,96,62,32,35,1.7,1.3,7.2,D,Fail
12,87,39,29,93,24,3.0,2.6,5.0,D,Fail
88,78,60,48,40,69,6.8,1.7,6.6,C,Pass
38,41,60,3,23,2,6.3,0.1,4.8,F,Fail
39,10,41,92,3,24,7.0,3.8,5.3,F,Fail
91,44,7,84,34,43,3.8,0.2,5.6,D,Fail
63,61,71,86,2,36,4.1,2.6,7.3,D,Fail
39,84,76,7,4,24,3.8,2.5,7.9,F,Fail
3,40,59,53,21,77,6.4,1.6,7.7,F,Fail
64,10,15,67,92,43,4.3,3.5,6.4,D,Fail
77,78,61,85,100,14,3.0,4.9,5.8,C,Fail
69,1,2,6,83,63,7.9,2.9,6.1,F,Fail
81,62,0,24,80,45,6.5,0.3,6.2,D,Fail
86,9,80,56,64,36,5.9,2.5,6.9,D,Fail
0,19,30,67,89,11,3.5,4.9,8.2,F,Fail
75,20,12,60,12,81,6.7,1.3,7.2,F,Fail
87,100,25,3,34,74,2.8,4.6,7.2,D,Fail
22,98,21,94,61,0,1.9,1.3,9.0,D,Fail
18,51,84,21,49,65,5.1,3.1,5.5,D,Fail
36,62,28,59,91,33,3.4,3.2,9.0,D,Fail
25,35,98,22,80,46,3.5,3.6,6.2,D,Fail
60,36,83,51,74,91,1.7,3.0,10.0,C,Pass
35,1,88,61,63,28,6.5,1.6,6.8,D,Fail
82,14,54,32,80,51,2.7,1.6,5.9,D,Fail
65,17,86,82,6,34,1.5,3.3,7.2,D,Fail
82,79,84,92,59,23,6.5,0.5,5.7,C,Fail
11,93,52,63,3,93,1.8,1.4,9.2,D,Fail
7,80,45,43,66,90,6.1,2.6,4.7,D,Fail
23,43,40,28,5,55,7.9,2.5,4.7,F,Fail
76,0,11,23,36,83,4.3,0.5,6.8,F,Fail
52,99,16,14,38,3,6.2,3.9,4.2,F,Fail
26,43,42,90,48,92,7.7,2.1,5.1,D,Fail
84,34,47,73,86,38,7.0,3.3,8.4,C,Pass
75,17,59,86,92,40,4.5,2.3,5.4,C,Fail
74,10,55,17,11,15,3.4,4.0,7.5,F,Fail
100,30,34,26,86,31,1.3,2.6,4.8,D,Fail
40,19,70,36,15,38,6.6,2.3,4.5,F,Fail
48,80,18,97,77,66,7.8,1.1,5.0,C,Fail
82,60,42,14,78,78,3.3,1.1,7.0,D,Fail
61,59,68,21,12,49,6.4,1.7,8.1,D,Fail
99,16,19,77,5,21,7.5,1.9,4.4,F,Fail
98,69,48,29,15,64,5.8,3.2,5.0,D,Fail
36,48,77,89,49,35,7.7,2.1,8.6,D,Pass
44,85,27,19,48,56,2.0,0.2,8.2,D,Fail
25,18,12,73,61,13,4.0,1.3,6.6,F,Fail
34,38,31,13,64,26,4.6,3.7,7.0,F,Fail
92,87,80,34,94,31,6.4,1.4,5.4,C,Fail
31,85,57,53,41,14,3.6,3.8,4.0,D,Fail
68,56,19,65,20,59,5.5,4.5,7.4,D,Fail
38,99,10,56,2,36,4.0,3.3,8.1,F,Fail
79,41,0,22,23,46,3.0,3.8,7.4,F,Fail
46,34,77,61,72,2,4.7,4.0,9.8,D,Fail
31,99,25,47,4,58,7.9,4.7,8.3,F,Fail
62,60,62,14,0,12,5.1,3.6,7.8,F,Fail
63,65,56,43,11,39,3.6,3.3,6.9,D,Fail
57,27,67,93,58,70,5.1,1.1,5.7,C,Fail
83,77,96,68,44,69,4.2,1.9,5.3,C,Pass
27,1,81,26,20,86,6.1,0.4,7.9,F,Fail
18,72,11,93,70,1,1.0,4.4,6.0,F,Fail
2,20,77,78,50,9,7.2,3.1,7.2,F,Fail
88,60,90,96,74,12,7.4,2.5,7.1,C,Fail
86,73,47,96,85,69,7.0,3.0,7.5,B,Pass
12,60,57,83,67,83,4.9,1.9,6.8,C,Fail
42,22,29,56,29,66,4.7,3.3,5.0,F,Fail
95,100,75,7,87,43,6.6,4.6,9.8,C,Fail
16,1,89,53,43,80,6.7,4.2,4.1,D,Fail
8,0,68,8,13,26,2.1,0.9,6.6,F,Fail
2,22,72,29,18,66,3.1,4.3,6.5,F,Fail
26,86,95,98,39,17,1.9,1.9,7.5,C,Fail
94,56,1,37,4,77,2.9,3.1,7.9,F,Fail
84,56,96,19,4,23,3.7,3.6,7.4,D,Fail
6,41,34,93,33,72,4.4,2.6,5.2,D,Fail
26,82,12,41,36,60,2.1,2.7,5.8,F,Fail
92,82,16,9,96,12,6.5,3.2,6.0,D,Fail
84,22,64,96,51,60,7.2,1.7,9.1,C,Fail
25,20,23,15,31,15,1.5,4.0,6.6,F,Fail
23,12,74,78,9,41,2.6,1.1,6.4,F,Fail
43,80,88,29,98,36,1.1,2.6,8.6,C,Fail
8,60,18,27,6,44,5.0,2.6,6.9,F,Fail
99,4,28,51,22,5,4.4,4.6,4.3,F,Fail
54,97,25,36,76,16,3.0,1.8,6.7,D,Fail
21,90,60,43,19,49,1.8,2.1,6.2,D,Fail
77,38,13,68,46,20,5.5,4.5,9.5,F,Fail
